               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.021525,            0.010212,          0.00078818,             0.48492,             0.78297,              0.4631,             0.31493,            0.016936,            0.014136,          0.00088307,            0.004885,            0.004885,            0.004885
                 157,            0.021492,            0.010224,           0.0008316,             0.48132,              0.8373,             0.47768,             0.32402,             0.01646,            0.013748,          0.00083091,            0.004852,            0.004852,            0.004852
                 158,            0.021682,            0.010161,          0.00083156,             0.47499,              0.8291,             0.46683,             0.31936,            0.016473,             0.01413,          0.00087384,            0.004819,            0.004819,            0.004819
                 159,            0.022534,           0.0098804,          0.00084845,             0.47763,             0.84421,              0.4657,             0.31832,            0.016953,            0.014019,          0.00086291,            0.004786,            0.004786,            0.004786
                 160,            0.021097,            0.010314,          0.00075866,             0.48229,             0.83254,             0.47882,             0.32487,            0.016887,            0.013556,          0.00077955,            0.004753,            0.004753,            0.004753
                 161,            0.021442,            0.009962,          0.00079806,             0.49229,             0.82123,             0.47705,             0.32726,            0.017063,            0.013917,          0.00077322,             0.00472,             0.00472,             0.00472
                 162,            0.021863,            0.010057,          0.00082389,             0.47496,             0.85374,             0.47502,             0.32176,            0.016515,            0.013868,          0.00078328,            0.004687,            0.004687,            0.004687
                 163,            0.020725,           0.0099012,          0.00089429,             0.48531,             0.84878,             0.47408,             0.32172,            0.016598,            0.013664,          0.00079335,            0.004654,            0.004654,            0.004654
                 164,            0.021574,            0.010425,          0.00086874,             0.49165,             0.81878,             0.46652,             0.32217,            0.016484,            0.014031,           0.0008022,            0.004621,            0.004621,            0.004621
                 165,            0.020999,           0.0098025,          0.00086786,              0.4716,             0.84274,             0.46823,             0.31793,            0.016044,            0.014077,           0.0007884,            0.004588,            0.004588,            0.004588
                 166,            0.021541,           0.0099166,          0.00077709,             0.48863,             0.77129,             0.46386,             0.31907,            0.015738,            0.014076,          0.00077221,            0.004555,            0.004555,            0.004555
                 167,            0.021662,             0.00992,          0.00083435,             0.47144,             0.84736,             0.46599,             0.31871,            0.016098,            0.014051,          0.00080086,            0.004522,            0.004522,            0.004522
                 168,            0.021458,           0.0095955,          0.00083134,             0.49212,             0.79307,             0.47009,             0.32336,            0.016753,            0.013922,          0.00078764,            0.004489,            0.004489,            0.004489
                 169,             0.02101,           0.0098537,          0.00074998,              0.4839,             0.83626,             0.47575,             0.32537,            0.016051,             0.01382,          0.00078786,            0.004456,            0.004456,            0.004456
                 170,            0.020889,           0.0098121,           0.0007525,             0.47681,             0.81878,             0.45969,             0.31311,            0.016064,            0.014133,          0.00079465,            0.004423,            0.004423,            0.004423
                 171,            0.020579,           0.0096249,          0.00079322,             0.46913,             0.80192,             0.45341,               0.307,            0.016575,             0.01451,          0.00079329,             0.00439,             0.00439,             0.00439
                 172,            0.020867,           0.0097745,           0.0009011,             0.46315,             0.82878,             0.44856,              0.3068,            0.016142,            0.014565,          0.00081646,            0.004357,            0.004357,            0.004357
                 173,            0.020627,           0.0099234,          0.00081931,             0.47809,             0.82357,             0.46841,               0.324,            0.015895,            0.013752,          0.00078251,            0.004324,            0.004324,            0.004324
                 174,            0.021498,           0.0099672,          0.00092543,             0.47501,             0.83711,             0.46329,             0.32369,            0.016067,            0.014179,          0.00077879,            0.004291,            0.004291,            0.004291
                 175,             0.02008,           0.0094266,          0.00085662,             0.47182,             0.84357,             0.46628,             0.32298,            0.016664,            0.013933,          0.00077163,            0.004258,            0.004258,            0.004258
                 176,            0.021185,           0.0096566,          0.00090924,             0.46078,             0.83631,             0.45574,             0.31343,            0.015925,            0.014752,          0.00079324,            0.004225,            0.004225,            0.004225
                 177,            0.020308,           0.0097647,          0.00081565,             0.47367,             0.84127,             0.46532,             0.31862,            0.016111,            0.014354,          0.00078118,            0.004192,            0.004192,            0.004192
                 178,            0.020161,           0.0096126,           0.0008869,             0.48039,             0.84059,             0.46471,             0.32663,            0.016038,            0.013977,          0.00080554,            0.004159,            0.004159,            0.004159
                 179,            0.020844,           0.0098522,          0.00077355,             0.50349,             0.79132,             0.47664,             0.33003,            0.015907,            0.013765,          0.00078014,            0.004126,            0.004126,            0.004126
                 180,            0.020636,           0.0097277,          0.00078402,             0.48437,             0.81942,              0.4741,             0.32816,            0.016161,            0.013749,          0.00079517,            0.004093,            0.004093,            0.004093
                 181,            0.020868,           0.0097367,          0.00078063,             0.47836,             0.82496,             0.46678,             0.32374,            0.016315,            0.014282,          0.00085964,             0.00406,             0.00406,             0.00406
                 182,            0.020826,           0.0095031,          0.00086214,             0.48601,             0.82049,             0.46733,             0.32442,            0.015913,            0.014142,          0.00082928,            0.004027,            0.004027,            0.004027
                 183,            0.020092,            0.009513,          0.00072966,             0.48516,             0.80045,             0.46099,              0.3216,            0.016031,            0.014367,          0.00087959,            0.003994,            0.003994,            0.003994
                 184,            0.019955,           0.0099105,          0.00074121,             0.47771,             0.82119,             0.46283,             0.32224,            0.015613,            0.014542,          0.00089517,            0.003961,            0.003961,            0.003961
                 185,            0.019234,           0.0092331,          0.00072745,             0.48026,             0.82299,             0.46066,             0.32215,            0.015781,             0.01429,          0.00082738,            0.003928,            0.003928,            0.003928
                 186,            0.019663,           0.0094811,          0.00080352,             0.47634,             0.80244,             0.45593,             0.31863,            0.015371,             0.01471,          0.00087921,            0.003895,            0.003895,            0.003895
                 187,            0.019448,           0.0096847,          0.00075626,             0.48237,             0.81678,               0.459,             0.32472,            0.015623,            0.014417,          0.00079937,            0.003862,            0.003862,            0.003862
                 188,            0.019573,           0.0096793,          0.00075451,             0.47148,              0.8272,             0.46265,             0.32489,            0.015553,            0.014418,          0.00078535,            0.003829,            0.003829,            0.003829
                 189,            0.020255,           0.0094997,           0.0008886,             0.48089,             0.82118,             0.46813,             0.32815,             0.01548,            0.014196,          0.00075325,            0.003796,            0.003796,            0.003796
                 190,            0.019484,           0.0097766,           0.0007778,             0.47404,             0.84117,             0.46402,             0.32362,            0.015476,            0.014414,          0.00077878,            0.003763,            0.003763,            0.003763
                 191,            0.020062,           0.0097693,          0.00080029,             0.47793,             0.83609,             0.45772,             0.32009,            0.015361,            0.014357,          0.00079046,             0.00373,             0.00373,             0.00373
                 192,            0.020186,           0.0095437,          0.00067064,             0.47042,             0.83461,             0.45984,             0.32525,            0.015323,             0.01412,          0.00079614,            0.003697,            0.003697,            0.003697
                 193,            0.019577,           0.0095604,          0.00082285,             0.47019,             0.83029,               0.458,             0.31984,            0.015166,            0.014614,          0.00079463,            0.003664,            0.003664,            0.003664
                 194,            0.019958,           0.0093169,          0.00074571,             0.48727,             0.80955,             0.46227,             0.32691,            0.015448,            0.014397,           0.0007665,            0.003631,            0.003631,            0.003631
                 195,            0.019508,           0.0096308,          0.00074308,             0.48897,             0.80759,             0.46904,             0.32978,            0.014823,            0.014269,          0.00075081,            0.003598,            0.003598,            0.003598
                 196,            0.019438,           0.0096956,           0.0006233,             0.48543,              0.7931,             0.46355,             0.32506,            0.015162,            0.014265,          0.00075688,            0.003565,            0.003565,            0.003565
                 197,            0.019568,           0.0095324,          0.00069862,             0.48544,             0.78319,             0.45874,             0.32557,            0.015212,            0.014678,          0.00078733,            0.003532,            0.003532,            0.003532
                 198,            0.019964,           0.0092142,          0.00072604,             0.45322,             0.81785,             0.44928,             0.31675,            0.015515,            0.015426,          0.00086126,            0.003499,            0.003499,            0.003499
                 199,            0.019797,           0.0096367,          0.00075102,             0.46065,             0.84392,             0.45358,              0.3179,            0.015418,            0.014922,          0.00081286,            0.003466,            0.003466,            0.003466
                 200,            0.019126,           0.0091075,          0.00087525,             0.48037,              0.7944,               0.461,             0.31818,            0.015229,            0.014602,          0.00077531,            0.003433,            0.003433,            0.003433
                 201,            0.018871,           0.0095277,          0.00066392,             0.47181,             0.80857,             0.45413,             0.31924,            0.015506,            0.014944,          0.00081173,              0.0034,              0.0034,              0.0034
                 202,            0.019388,           0.0093651,          0.00062582,             0.47203,             0.84063,             0.46209,             0.32144,            0.015647,            0.014787,          0.00080021,            0.003367,            0.003367,            0.003367
                 203,            0.018776,           0.0094764,          0.00070221,             0.48327,             0.83298,             0.46603,             0.32924,            0.015206,            0.014492,          0.00074843,            0.003334,            0.003334,            0.003334
                 204,            0.018836,             0.01003,          0.00069373,             0.48745,             0.79233,             0.47001,             0.33189,            0.014953,            0.014634,          0.00074147,            0.003301,            0.003301,            0.003301
                 205,            0.019086,           0.0092299,          0.00069781,             0.48475,             0.77566,             0.45836,             0.32575,            0.015301,             0.01522,          0.00083097,            0.003268,            0.003268,            0.003268
                 206,            0.018894,            0.009402,          0.00075304,             0.46737,             0.81067,             0.45763,             0.32218,            0.015008,            0.015113,          0.00092228,            0.003235,            0.003235,            0.003235
                 207,            0.018589,           0.0094044,          0.00070624,             0.47991,             0.79276,              0.4675,             0.32662,             0.01517,            0.014616,          0.00082566,            0.003202,            0.003202,            0.003202
                 208,            0.019334,           0.0095937,          0.00069044,             0.48237,              0.7728,             0.46318,             0.32448,            0.014921,            0.014897,          0.00081422,            0.003169,            0.003169,            0.003169
                 209,            0.018909,           0.0095685,          0.00077708,             0.47687,             0.77983,             0.45551,             0.32539,            0.015022,            0.014971,          0.00086954,            0.003136,            0.003136,            0.003136
                 210,            0.018702,           0.0089081,          0.00067982,             0.46806,             0.80753,              0.4506,              0.3192,            0.015529,            0.015149,          0.00084462,            0.003103,            0.003103,            0.003103
                 211,            0.018836,           0.0092419,          0.00075386,             0.47102,             0.77841,              0.4427,             0.31433,            0.015046,            0.015674,          0.00082091,             0.00307,             0.00307,             0.00307
                 212,            0.018494,           0.0093726,          0.00068295,              0.4579,             0.85587,             0.45646,             0.32189,            0.014837,            0.015246,          0.00076166,            0.003037,            0.003037,            0.003037
                 213,            0.018604,           0.0094864,          0.00067701,             0.45747,             0.78571,             0.43782,             0.30964,            0.014911,            0.016292,          0.00087189,            0.003004,            0.003004,            0.003004
                 214,            0.018869,           0.0098764,          0.00070338,             0.45621,              0.7961,             0.44487,             0.31386,            0.014933,            0.015698,          0.00074149,            0.002971,            0.002971,            0.002971
                 215,            0.018695,           0.0095088,          0.00067357,             0.45551,             0.82031,             0.44716,             0.31644,            0.014785,            0.015666,          0.00071922,            0.002938,            0.002938,            0.002938
                 216,            0.018654,           0.0093637,          0.00067455,             0.45631,             0.81734,             0.44702,             0.31683,             0.01508,            0.015732,          0.00076506,            0.002905,            0.002905,            0.002905
                 217,            0.018277,           0.0093944,          0.00068798,             0.45232,             0.81836,             0.43997,             0.31286,            0.015152,            0.015771,          0.00084745,            0.002872,            0.002872,            0.002872
                 218,            0.019131,           0.0090962,          0.00068863,             0.45483,             0.82754,             0.44513,             0.31534,            0.015208,            0.015658,          0.00096243,            0.002839,            0.002839,            0.002839
                 219,            0.018628,           0.0092668,          0.00067716,             0.46233,             0.81063,             0.44748,             0.32064,            0.014992,            0.015806,           0.0010461,            0.002806,            0.002806,            0.002806
                 220,            0.018489,            0.009575,          0.00065525,             0.47208,             0.81358,             0.45425,             0.32238,            0.014749,            0.015184,          0.00077315,            0.002773,            0.002773,            0.002773
                 221,            0.018132,           0.0095228,          0.00063763,             0.46152,             0.83127,             0.45146,             0.31948,            0.015019,            0.015506,          0.00085306,             0.00274,             0.00274,             0.00274
                 222,            0.018529,           0.0093891,           0.0005697,             0.45949,             0.82125,             0.44519,             0.31516,            0.014892,            0.015795,          0.00098096,            0.002707,            0.002707,            0.002707
                 223,            0.018318,           0.0097201,          0.00068612,             0.46275,              0.8384,             0.45106,             0.32094,            0.014782,            0.015515,            0.000923,            0.002674,            0.002674,            0.002674
                 224,             0.01788,           0.0091628,          0.00070692,             0.46765,             0.82838,             0.45323,             0.31906,            0.014442,            0.015202,          0.00078667,            0.002641,            0.002641,            0.002641
                 225,            0.017898,           0.0092322,          0.00065878,              0.4629,             0.84242,             0.45437,             0.31882,            0.014371,            0.015403,          0.00081145,            0.002608,            0.002608,            0.002608
                 226,            0.018315,           0.0097134,          0.00062663,             0.46208,             0.81836,             0.45119,             0.31915,            0.014553,            0.015452,          0.00085042,            0.002575,            0.002575,            0.002575
                 227,            0.018581,           0.0092632,          0.00071163,             0.47739,             0.77325,             0.45269,             0.32153,            0.014623,            0.015681,           0.0009257,            0.002542,            0.002542,            0.002542
                 228,            0.017193,           0.0087157,          0.00059171,             0.47259,             0.75238,              0.4472,             0.31697,            0.014629,            0.016488,           0.0010768,            0.002509,            0.002509,            0.002509
                 229,            0.017132,            0.009023,          0.00062387,             0.45016,              0.8365,             0.45118,             0.32266,            0.014489,             0.01581,          0.00092304,            0.002476,            0.002476,            0.002476
                 230,            0.017616,           0.0092961,           0.0005918,             0.46263,              0.8034,             0.44961,             0.32217,            0.014327,            0.015637,          0.00082115,            0.002443,            0.002443,            0.002443
                 231,             0.01781,           0.0094774,          0.00063617,             0.46882,             0.82825,             0.45481,             0.32688,            0.014156,            0.015287,          0.00091915,             0.00241,             0.00241,             0.00241
                 232,            0.017602,           0.0091975,          0.00068015,             0.47991,             0.73966,             0.44578,             0.31982,            0.014383,            0.015896,           0.0010888,            0.002377,            0.002377,            0.002377
                 233,            0.017936,           0.0092629,          0.00063544,              0.4444,             0.84984,             0.44756,             0.32181,            0.014794,            0.016138,           0.0010012,            0.002344,            0.002344,            0.002344
                 234,            0.017646,           0.0090404,            0.000693,             0.45574,             0.82026,             0.44513,             0.31822,            0.014465,            0.015887,          0.00089564,            0.002311,            0.002311,            0.002311
                 235,            0.016994,           0.0093939,          0.00070816,             0.45241,             0.81173,             0.44515,             0.31631,             0.01455,            0.016057,           0.0010228,            0.002278,            0.002278,            0.002278
                 236,            0.017113,           0.0093999,          0.00061772,             0.47382,             0.73398,             0.44253,             0.32055,            0.014579,            0.016535,           0.0010618,            0.002245,            0.002245,            0.002245
                 237,            0.017264,            0.009024,          0.00060906,               0.451,             0.78716,             0.43949,             0.31699,            0.014731,             0.01708,           0.0011873,            0.002212,            0.002212,            0.002212
                 238,            0.017318,           0.0091158,          0.00064004,             0.45229,             0.79155,             0.43693,             0.31416,            0.014609,            0.017134,           0.0010991,            0.002179,            0.002179,            0.002179
                 239,            0.017239,            0.009316,          0.00054835,             0.45179,             0.82712,             0.44872,              0.3221,            0.014228,            0.015896,          0.00089196,            0.002146,            0.002146,            0.002146
                 240,            0.016998,           0.0091352,          0.00055485,             0.45572,             0.81149,             0.44703,             0.32189,            0.014307,             0.01605,           0.0008827,            0.002113,            0.002113,            0.002113
                 241,            0.017127,            0.009346,          0.00066359,             0.46291,             0.78256,             0.43987,             0.31871,            0.014089,            0.016282,          0.00078987,             0.00208,             0.00208,             0.00208
                 242,            0.017058,           0.0093406,          0.00058322,             0.45112,             0.78883,             0.43956,             0.31376,            0.014003,            0.016495,          0.00072048,            0.002047,            0.002047,            0.002047
                 243,             0.01706,           0.0090458,          0.00057346,             0.44469,             0.80152,             0.44075,             0.31515,            0.014203,            0.016582,          0.00081122,            0.002014,            0.002014,            0.002014
                 244,            0.016653,           0.0090766,           0.0005918,             0.44524,             0.77864,             0.43365,             0.30781,             0.01428,            0.017401,          0.00093725,            0.001981,            0.001981,            0.001981
                 245,            0.016406,           0.0090099,           0.0005107,             0.44569,             0.79041,              0.4316,             0.31032,            0.014313,            0.016965,          0.00094824,            0.001948,            0.001948,            0.001948
                 246,            0.016608,           0.0090974,          0.00059527,             0.46366,             0.75672,             0.43953,             0.31484,             0.01431,            0.016442,          0.00090477,            0.001915,            0.001915,            0.001915
                 247,            0.017154,           0.0089991,          0.00055543,             0.45715,             0.78703,             0.43778,              0.3158,            0.014492,            0.016527,          0.00095974,            0.001882,            0.001882,            0.001882
                 248,            0.016963,           0.0090161,          0.00065138,             0.46304,             0.78505,             0.44118,             0.31616,            0.013994,            0.015932,          0.00071461,            0.001849,            0.001849,            0.001849
                 249,            0.016731,           0.0091427,          0.00055322,             0.45875,             0.81734,             0.44554,             0.32092,            0.014263,            0.016234,          0.00080543,            0.001816,            0.001816,            0.001816
                 250,             0.01659,           0.0091068,          0.00063601,             0.46007,             0.80671,             0.44631,             0.32068,            0.014149,            0.016344,          0.00089849,            0.001783,            0.001783,            0.001783
                 251,            0.016322,           0.0089643,          0.00057167,             0.46317,             0.76756,              0.4388,             0.31762,            0.014239,            0.016654,          0.00092055,             0.00175,             0.00175,             0.00175
                 252,            0.016419,           0.0088292,          0.00057119,             0.45032,             0.80485,              0.4382,             0.31878,            0.014138,            0.016877,          0.00089212,            0.001717,            0.001717,            0.001717
                 253,            0.016816,           0.0090231,          0.00059138,             0.43741,             0.75676,             0.41455,             0.30009,            0.014657,            0.018357,           0.0012865,            0.001684,            0.001684,            0.001684
                 254,            0.016236,           0.0092285,          0.00051084,             0.44272,             0.76903,             0.42497,             0.30836,            0.014204,            0.017284,          0.00096878,            0.001651,            0.001651,            0.001651
                 255,            0.016211,           0.0090626,           0.0005431,             0.44796,              0.8221,             0.44424,             0.31673,            0.013793,            0.016338,          0.00075492,            0.001618,            0.001618,            0.001618
                 256,            0.016001,            0.008902,          0.00058936,             0.44498,             0.81566,             0.43658,             0.31381,            0.013814,              0.0164,          0.00075604,            0.001585,            0.001585,            0.001585
                 257,            0.016459,           0.0090762,          0.00057058,             0.45619,             0.80421,             0.43926,             0.31554,            0.013902,            0.016436,          0.00077926,            0.001552,            0.001552,            0.001552
                 258,            0.016862,           0.0088139,          0.00054105,             0.44849,             0.79193,             0.43429,              0.3119,            0.013842,            0.016879,          0.00082947,            0.001519,            0.001519,            0.001519
                 259,            0.015979,            0.009153,          0.00055665,              0.4603,             0.81461,              0.4469,             0.32434,            0.013463,            0.015943,          0.00068607,            0.001486,            0.001486,            0.001486
                 260,            0.016056,            0.009108,          0.00066339,              0.4615,             0.84769,             0.45976,             0.33485,            0.013474,            0.015534,          0.00067733,            0.001453,            0.001453,            0.001453
                 261,            0.015896,           0.0093097,          0.00058685,              0.4688,             0.82104,             0.45562,             0.33108,            0.013561,            0.015736,          0.00069608,             0.00142,             0.00142,             0.00142
                 262,            0.015851,           0.0090815,          0.00053295,             0.46446,             0.81609,             0.44895,             0.32315,            0.013699,            0.016198,          0.00073056,            0.001387,            0.001387,            0.001387
                 263,            0.016586,           0.0091513,          0.00060702,             0.45775,             0.80687,             0.44187,             0.32019,            0.013803,            0.016488,          0.00075881,            0.001354,            0.001354,            0.001354
                 264,            0.016245,           0.0091486,          0.00061218,             0.45771,             0.80833,             0.43852,             0.31838,            0.013581,            0.016494,           0.0007294,            0.001321,            0.001321,            0.001321
                 265,             0.01577,           0.0093609,          0.00051719,             0.46229,             0.79006,             0.44192,             0.31943,            0.013676,            0.016459,          0.00074268,            0.001288,            0.001288,            0.001288
                 266,            0.015771,           0.0090172,          0.00057297,              0.4573,             0.82084,             0.44344,             0.32246,            0.013707,            0.016429,          0.00069788,            0.001255,            0.001255,            0.001255
                 267,            0.016115,           0.0085547,          0.00052688,             0.45602,             0.81547,              0.4424,             0.31976,            0.013707,            0.016464,          0.00069999,            0.001222,            0.001222,            0.001222
                 268,            0.015978,           0.0090504,          0.00050914,             0.45804,             0.80236,             0.44616,             0.32094,            0.013635,            0.016631,          0.00074039,            0.001189,            0.001189,            0.001189
                 269,            0.015987,           0.0089667,          0.00052956,             0.45474,             0.79382,             0.44254,             0.32243,            0.013628,            0.016834,          0.00078605,            0.001156,            0.001156,            0.001156
                 270,            0.015373,           0.0091667,          0.00050257,              0.4453,             0.79817,             0.43616,             0.31798,            0.013752,            0.017377,          0.00085388,            0.001123,            0.001123,            0.001123
                 271,            0.015831,            0.009102,          0.00050913,             0.45525,              0.7705,             0.43698,              0.3168,            0.013752,            0.017325,          0.00086485,             0.00109,             0.00109,             0.00109
                 272,            0.015622,           0.0089565,          0.00054608,             0.45375,              0.7798,             0.44019,             0.31902,            0.013659,            0.017129,          0.00091354,            0.001057,            0.001057,            0.001057
                 273,              0.0156,             0.00924,          0.00050869,             0.44743,             0.81107,             0.43836,             0.31845,            0.013756,             0.01712,          0.00092262,            0.001024,            0.001024,            0.001024
                 274,            0.015368,           0.0088908,          0.00048025,             0.44168,             0.81126,             0.43334,             0.31306,            0.013917,            0.017692,           0.0010145,            0.000991,            0.000991,            0.000991
                 275,            0.015414,           0.0083916,          0.00042007,             0.44809,             0.77553,             0.42705,             0.30927,            0.014159,            0.018433,           0.0011972,            0.000958,            0.000958,            0.000958
                 276,            0.015567,            0.008484,          0.00057435,             0.44788,             0.77888,             0.42593,             0.30848,            0.014039,              0.0185,           0.0012905,            0.000925,            0.000925,            0.000925
                 277,            0.015393,           0.0089182,          0.00060013,             0.45837,             0.76668,             0.43356,             0.31724,            0.013647,            0.017583,           0.0011557,            0.000892,            0.000892,            0.000892
                 278,            0.015809,           0.0090038,          0.00047011,              0.4497,             0.79964,             0.43002,             0.31392,            0.013783,            0.017575,           0.0011326,            0.000859,            0.000859,            0.000859
                 279,            0.015294,           0.0089397,          0.00050826,             0.44921,             0.77441,             0.42875,             0.31135,            0.013965,            0.018183,           0.0011847,            0.000826,            0.000826,            0.000826
                 280,            0.014585,           0.0085707,          0.00047202,             0.44838,             0.78612,             0.43161,             0.31227,            0.013903,            0.018001,           0.0010534,            0.000793,            0.000793,            0.000793
                 281,            0.015067,           0.0089007,          0.00041257,             0.44096,             0.81296,              0.4311,             0.31238,            0.013813,            0.017837,           0.0010724,             0.00076,             0.00076,             0.00076
                 282,            0.015995,           0.0089342,          0.00061547,             0.45416,             0.79529,             0.43229,             0.31726,            0.013813,            0.017649,           0.0011274,            0.000727,            0.000727,            0.000727
                 283,            0.015098,           0.0084872,          0.00046281,             0.45154,             0.79383,              0.4292,             0.31263,            0.014001,            0.018105,            0.001448,            0.000694,            0.000694,            0.000694
                 284,            0.014533,           0.0088944,          0.00048174,             0.45295,             0.78394,             0.43675,              0.3199,            0.013825,            0.017676,           0.0014128,            0.000661,            0.000661,            0.000661
                 285,            0.015475,            0.008908,          0.00051731,             0.44454,             0.79819,             0.43021,             0.31252,            0.013959,            0.018118,           0.0016013,            0.000628,            0.000628,            0.000628
                 286,             0.01525,            0.008836,          0.00057793,             0.44402,             0.80341,             0.42784,             0.31241,            0.014083,            0.018395,           0.0016371,            0.000595,            0.000595,            0.000595
                 287,            0.014911,           0.0090218,          0.00056292,             0.44906,             0.82318,              0.4344,             0.31948,            0.013784,            0.017718,           0.0013662,            0.000562,            0.000562,            0.000562
                 288,             0.01516,           0.0091307,          0.00053724,             0.45084,             0.83488,             0.43981,             0.32149,            0.013799,            0.017589,           0.0012982,            0.000529,            0.000529,            0.000529
                 289,            0.015491,           0.0086169,          0.00053183,             0.44735,             0.83867,             0.43667,             0.32046,            0.013861,            0.017652,           0.0012825,            0.000496,            0.000496,            0.000496
                 290,            0.014306,           0.0084526,          0.00048301,              0.4417,             0.84651,             0.43465,             0.31945,            0.013843,            0.017969,           0.0013416,            0.000463,            0.000463,            0.000463
                 291,            0.015412,           0.0086949,          0.00055246,             0.44501,             0.85341,             0.43648,             0.32137,            0.013718,            0.017539,           0.0012786,             0.00043,             0.00043,             0.00043
                 292,             0.01531,           0.0089085,          0.00048965,             0.44696,             0.82775,             0.43421,             0.31875,            0.013612,            0.017606,           0.0012687,            0.000397,            0.000397,            0.000397
                 293,            0.014637,           0.0086932,          0.00047847,             0.44369,              0.8154,             0.43201,             0.31693,             0.01369,            0.017832,           0.0013187,            0.000364,            0.000364,            0.000364
                 294,            0.015183,           0.0087958,          0.00050801,             0.43606,             0.82443,             0.43029,             0.31524,            0.013726,            0.018023,           0.0013286,            0.000331,            0.000331,            0.000331
                 295,            0.014559,           0.0085311,          0.00055082,             0.43489,             0.81457,             0.42477,             0.31233,            0.013751,            0.018355,           0.0014909,            0.000298,            0.000298,            0.000298
                 296,            0.014834,           0.0088659,          0.00062827,             0.43636,             0.81818,             0.42741,             0.31356,            0.013679,            0.018119,           0.0014699,            0.000265,            0.000265,            0.000265
                 297,            0.014578,           0.0086783,          0.00047798,             0.43579,             0.82401,             0.42871,             0.31656,             0.01366,            0.018035,           0.0014643,            0.000232,            0.000232,            0.000232
                 298,            0.014514,           0.0088056,          0.00054568,             0.43758,               0.834,             0.42984,             0.31743,            0.013659,            0.018052,           0.0014917,            0.000199,            0.000199,            0.000199
                 299,            0.014669,           0.0086334,          0.00057337,             0.43818,             0.82609,              0.4295,             0.31754,            0.013671,            0.018208,           0.0014532,            0.000166,            0.000166,            0.000166
